,CD,WDT,VBZ,NNP,POS,JJS,TO,RBR,UH,EX,RB,JJ,VBP,PDT,VBD,FW,WRB,DT,NNPS,JJR,PRP,VB,VBN,CC,WP,NN,MD,IN,RP,WP$,PRP$,NNS,VBG,RBS,LABEL
877,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,1,LOC
878,0.0,0,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0.0,2,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,3.0,0.0,0.0,0,1,0,0,DESC
879,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,HUM
880,0.0,1,2.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,LOC
881,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,HUM
882,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,0,0,0,HUM
883,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,1,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
884,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,DESC
885,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,1,0,0,ENTY
886,0.0,0,1.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,LOC
887,2.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,1,0,0,ENTY
888,0.0,0,1.0,1.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,1,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,HUM
889,0.0,0,1.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,HUM
890,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,3.0,0.0,0.0,0,1,1,0,HUM
891,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,1,0,0,DESC
892,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,1.0,0,0.0,1,1,0,0,0.0,1.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,ENTY
893,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,NUM
894,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
895,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,1,0,0,NUM
896,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,NUM
897,1.0,0,0.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,2,0,0,HUM
898,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,2,0,0,0,0.0,1.0,1.0,1,5,0,4.0,0.0,0.0,0,1,0,0,ENTY
899,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,NUM
900,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,HUM
901,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,LOC
902,0.0,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,1.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,0,ENTY
903,0.0,0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,1,0,0,0,0.0,1.0,1.0,1,3,0,1.0,0.0,0.0,0,0,1,0,HUM
904,0.0,0,0.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,NUM
905,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,1.0,3,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,1,0,0,NUM
906,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,3,0,1.0,0.0,0.0,1,0,0,0,NUM
907,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,1.0,0.0,1,4,0,2.0,0.0,0.0,0,0,0,0,LOC
908,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,1,0,0,DESC
909,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,HUM
910,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,NUM
911,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,3,0,0,0,0.0,1.0,0.0,0,2,0,2.0,0.0,0.0,0,1,0,0,ENTY
912,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,2,2,0,LOC
913,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,0,0,0,1,1.0,0.0,1.0,0,3,1,1.0,0.0,0.0,1,1,0,0,DESC
914,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,LOC
915,0.0,0,1.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,LOC
916,0.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,1,1.0,0.0,0.0,1,1,1,1.0,0.0,0.0,0,1,0,0,ENTY
917,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,0,0.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,NUM
918,0.0,0,0.0,2.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,0,0,0,LOC
919,1.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
920,0.0,0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,2,1.0,0.0,0.0,1,1,1,2.0,0.0,0.0,0,0,0,0,DESC
921,0.0,0,0.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0,0,0,0,HUM
922,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,3,0,0,0,0.0,0.0,1.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
923,1.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
924,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
925,0.0,0,0.0,2.0,0,1.0,0.0,0,0.0,0.0,2.0,0,0,0,2.0,0,0.0,1,0,0,1,1.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,HUM
926,0.0,1,1.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
927,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,2.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,ENTY
928,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,LOC
929,0.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,2,2,0,1.0,0,0.0,4,0,0,2,1.0,0.0,2.0,0,5,0,3.0,0.0,0.0,0,1,0,0,HUM
930,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,0,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
931,0.0,0,0.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,1,0,0,LOC
932,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,1.0,2,0,0,0,0.0,0.0,0.0,0,3,0,1.0,0.0,0.0,0,0,0,0,DESC
933,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
934,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,1,0,0,0,LOC
935,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,2,0,0,ENTY
936,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,LOC
937,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,1,0,0,ENTY
938,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,1,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,HUM
939,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,1.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,1,1,0,DESC
940,1.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,2.0,0.0,0.0,0,0,0,0,HUM
941,0.0,0,1.0,4.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,1.0,1.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,ENTY
942,0.0,0,1.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,4,0,1.0,0.0,0.0,0,0,0,0,LOC
943,1.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,1,0,0,LOC
944,0.0,1,0.0,2.0,0,0.0,2.0,0,0.0,0.0,0.0,0,0,0,2.0,0,0.0,2,0,0,0,1.0,0.0,0.0,1,4,0,2.0,0.0,0.0,0,0,0,0,HUM
945,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,0,0,0,DESC
946,0.0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,1.0,1.0,1,2,0,0.0,0.0,0.0,0,1,0,0,ENTY
947,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,DESC
948,0.0,0,1.0,2.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,2.0,0.0,0.0,1,0,0,0,ENTY
949,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,DESC
950,3.0,0,1.0,6.0,2,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,0,0.0,0.0,1.0,1,1,0,2.0,0.0,0.0,0,0,0,0,HUM
951,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,1.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,1,1,0,0,NUM
952,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,0,0,0,LOC
953,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,0,0,0,1,1.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0,0,0,0,LOC
954,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,HUM
955,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,2,0,1.0,0.0,0.0,0,1,0,0,ENTY
956,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,3,0,0,0,0.0,0.0,0.0,1,4,0,1.0,0.0,0.0,0,0,0,0,DESC
957,0.0,0,0.0,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,2.0,0.0,0.0,0,0,0,0,HUM
958,1.0,0,0.0,4.0,1,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,1.0,2,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,1,0,0,NUM
959,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,DESC
960,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,NUM
961,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
962,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,LOC
963,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
964,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,NUM
965,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
966,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,1,0,0,NUM
967,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,1,1.0,0.0,0.0,1,3,1,2.0,0.0,0.0,0,0,0,0,ENTY
968,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,3,0,2.0,0.0,0.0,0,0,0,0,ENTY
969,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,1,0,0.0,0,0.0,3,0,0,0,0.0,0.0,0.0,1,0,0,2.0,0.0,0.0,0,1,0,0,ENTY
970,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,1,0,0,ENTY
971,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,LOC
972,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
973,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,2,0,0,0,0.0,1.0,0.0,1,1,0,2.0,0.0,0.0,0,0,1,0,HUM
974,0.0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,2.0,1.0,1,1,0,0.0,0.0,0.0,0,0,0,0,HUM
975,1.0,0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,0,0,0,0,HUM
976,1.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,1,0,0,NUM
977,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,1.0,0.0,0.0,1,1,0,2.0,0.0,0.0,0,0,0,0,ENTY
978,0.0,1,0.0,2.0,0,0.0,1.0,0,0.0,0.0,1.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0.0,0,1,1,0,HUM
979,0.0,0,1.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,0,0,0,NUM
980,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,1,0,0,0,0.0,1.0,0.0,1,2,0,2.0,0.0,0.0,0,1,0,0,ABBR
981,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,0,0,0,1,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,DESC
982,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,LOC
983,0.0,0,1.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,DESC
984,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,0,0,0,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0,2,0,0,ENTY
985,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,1,0,0,NUM
986,1.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,1,1.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0,0,0,0,HUM
987,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,0,ENTY
988,0.0,0,0.0,6.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0,0,0,0,HUM
989,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,1,0,0,DESC
990,0.0,1,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,3,0,0,0,0.0,1.0,0.0,1,4,0,3.0,0.0,0.0,0,0,0,0,LOC
991,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
992,1.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,1,0,0,ENTY
993,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,1,ENTY
994,1.0,0,0.0,3.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,1,0,4.0,0.0,0.0,0,1,0,0,ENTY
995,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,1,0,0,1,2.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0,1,0,0,DESC
996,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,1,0,0,0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,LOC
997,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,3,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,0,1,0,DESC
998,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,HUM
999,0.0,0,0.0,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,HUM
1000,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,1.0,0,0.0,2,0,0,0,1.0,0.0,1.0,1,7,0,2.0,0.0,0.0,0,0,0,0,HUM
1001,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,1.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,NUM
1002,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,1.0,0,1,0,2.0,0,1.0,1,1,0,3,2.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0,0,1,0,ENTY
1003,1.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,0,0.0,1.0,1.0,1,2,0,2.0,0.0,0.0,0,0,0,0,ENTY
1004,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,1,0,HUM
1005,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0,0,1,0,HUM
1006,3.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,2,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,ENTY
